id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
755	Directing his first film since 1998's Lethal Weapon 4, Richard Donner helmed this big-budget adaptation of Michael Crichton's novel of the same name. Featuring a script by first-time screenwriter George Nolfi, Timeline begins in France in the near future. A group of students from Yale are there studying a medieval site, when their professor, played by Billy Connolly, mysteriously goes missing. To make matters more enigmatic, the students are then taken back to the United States by a shadowy technology company called ITC, led by Robert Doniger (David Thewlis). The eccentric Doniger explains that because of a machine that his company built, their professor is trapped in 14th century France. In order to rescue him, two of the students, Chris Hughes (Paul Walker) and Kate Erickson (Frances O'Connor), along with Andre Marek (Gerard Butler), an archeological site manager, must travel to France, circa 1357, amid archaic war, deadly diseases, and other unexpected pitfalls. Meanwhile, David Stern (Ethan Embry), a third student, stays behind to keep an eye on the shady Doniger.	PG-13	Action and Adventure|Science Fiction and Fantasy	Richard Donner	Jeff Maguire|George Nolfi	2003-11-26	2004-04-13	$	19,375,474	116 minutes	Paramount Pictures
756	"Based on a true story, U.S. Customs agent ROBERT ""BOB"" MAZUR (Bryan Cranston) goes deep undercover to infiltrate Pablo Escobar's blood-soaked drug trafficking scene plaguing the nation in 1985 by posing as slick, money-laundering businessman Bob Musella. Teamed with impulsive and streetwise fellow agent EMIR EBREU (John Leguizamo) and rookie agent posing as his fianc"	R	Drama	Brad Furman	Ellen Brown Furman	2016-07-13	2016-10-11	$	15,425,870	127 minutes	Broad Green Pictures
771	From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies, but that won't stop the brave leader and his team of 13 warriors from defending their beloved homeland against a powerful invading force that includes the likes of a mutant Paris Hilton, the Transformers, the Ghost Rider, and Rocky Balboa.	PG-13	Comedy	Jason Friedberg|Aaron Seltzer	Aaron Seltzer|Jason Friedberg	2008-01-25	2008-06-03	$	38,200,000	84 minutes	20th Century Fox
773	First-time director Vincent Gallo stars in this self-consciously stylized story of a social misfit who's rescued from emotional annihilation by the girl he kidnaps.	R	Art House and International|Comedy|Drama	Vincent Gallo	Vincent Gallo|Alison Bagnall	1998-06-26	2000-02-01	$	2,365,931	110 minutes	Unknown
779	Suicide is not the end, but only the beginning of a fascinating journey through the afterlife for souls in search of what they could not find in their previous lives.	R	Art House and International|Comedy|Drama	Goran Dukic	Goran Dukic	2007-10-19	2008-03-25	$	231,512	91 minutes	Lionsgate Films/After Dark Films
782	THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award winner Martin McDonagh (IN BRUGES). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.	R	Comedy|Drama	Martin McDonagh	Martin McDonagh	2017-12-01	2018-02-27	$	52,000,189	115 minutes	Fox Searchlight Pictures
783	An all-star cast of action-movie icons headline Sylvester Stallone's explosive action thriller about a group of hard-nosed mercenaries who are double-crossed during a treacherous mission. Approached by the shadowy Church (Bruce Willis) to overthrow tyrannical South American dictator General Gaza (David Zayas) and restore order to the troubled island country of Vilena, stoic soldier of fortune Barney Ross (Stallone) rounds up an unstoppable team that includes former SAS soldier and blade specialist Lee Christmas (Jason Statham); martial arts expert Yin (Jet Li); trigger-happy Hale Caesar (Terry Crews); and cerebral demolitions expert Toll Road (Randy Couture). Traveling to Vilena on a reconnaissance mission with his old pal Christmas, Barney meets their local contact, a cagey guerrilla fighter named Sandra (Giselle Itie), and together the trio scopes out the landscape.. It isn't long before Barney and Christmas have discovered that their actual target is not General Gaza but James Monroe (Eric Roberts), a former CIA operative who has recently gone rogue. Monroe won't be easy to get to either, because his hulking bodyguard Paine (Steve Austin) is a force to be reckoned with. When their mission is compromised, Barney and Christmas are forced to flee, leaving Sandra behind to face almost certain death. But Barney isn't the kind of soldier to abandon a mission, or a hostage, and now in order to get the job done he'll need the help of his old crew.	R	Action and Adventure|Mystery and Suspense	Sylvester Stallone	Dave Callaham|Sylvester Stallone	2010-08-13	2010-11-23	$	102,981,571	103 minutes	Lionsgate Films
788	When Doris Miller meets John Fremont, her company's hip new art director, sparks fly-at least for Doris. In the cluttered house she shared with her late mother, Doris mines the Internet for information on her one-and-only, guided by the 13-year-old granddaughter of her best pal Roz. When Doris begins showing up at John's regular haunts, she wins over his Williamsburg friends. Her new life brings Doris a thrilling perspective, but also creates a rift between her and her longtime friends and family, who believe she's making a fool of herself over a guy half her age. Eager for all the experiences she has missed out on, Doris throws caution to the wind and follows her heart for the very first time.	R	Drama	Michael Showalter	Laura Terruso|Michael Showalter	2016-03-11	2016-06-14	$	14,443,077	95 minutes	Unknown
791	A follow-up to Spanish enfant terrible Pedro Almod	R	Art House and International|Comedy|Drama|Mystery and Suspense	Unknown	Unknown	2009-11-20	2010-03-16	$	4,900,000	128 minutes	Sony Pictures Classics
804	"A has-been rock manager from Van Nuys, California stumbles upon a once-in-a-lifetime voice in a remote Afghan cave in Rock the Kasbah, a dramatic comedy inspired by stranger-than-fiction, real-life events and directed by Oscar winner Barry Levinson. Richie Lanz (Bill Murray), dumped and stranded in war-torn Kabul by his last remaining client (Zooey Deschanel), discovers Salima Khan (Leem Lubany), a Pashtun teenager with a beautiful voice and the courageous dream of becoming the first woman to compete on national television in Afghanistan's version of ""American Idol."" Richie partners with a savvy hooker (Kate Hudson), a pair of hard-partying war profiteers (Danny McBride and Scott Caan) and a hair-trigger mercenary (Bruce Willis) and, braving dangerous cultural prejudices, manages his new prot"	R	Drama	Barry Levinson	Mitch Glazer	2015-10-23	2016-02-02	$	1,940,202	100 minutes	Open Road Films
806	A collection of everyday New Yorkers struggle to carry on with their increasingly stressful lives a year after the city was forever changed by the 9/11 terrorist attacks in Brooklyn-native Danny Leiner's ensemble-cast slice of life. Dr. Trabulous (Tony Shalhoub) is a gifted psychologist with a special knack for truly understanding his patients. When an ordinary businessman (Jim Gaffigan) who has witnessed a terrible office tragedy seeks to gain the insight of the seasoned professional, Dr. Trabulous helps to release a hidden rage that has slowly been eating away at the man's troubled soul. Meanwhile, in the culinary world, Great New Wonderful pastry shop proprietor Emme Keeler (Maggie Gyllenhaal) is about to discover that unseating the woman known as the Queen of Cake (Edie Falco) doesn't come without some heavy consequences. Elsewhere in the city, troubled couple Allison (Judy Greer) and David Burbage (Tom McCarthy) fight to save their marriage and break through to their curiously overconfident ten-year-old boy. Avi (Naseeruddin Shah) and Satish (Sharat Saxena) are immigrants and best friends who work together as security guards and wander the city making observations about contemporary America until their opposing perspectives are challenged by an unexpected development in their lives that neither saw coming. And despite the comfort she takes in her daily routine, Julie Berman (Olympia Dukakis) discovers that her passion for life has long since died, until a visit with a childhood friend helps her to realize just what she's been missing all these lonely years.	R	Comedy|Drama	Danny Leiner	Sam Catlin	2006-06-23	2006-09-12	$	39,712	88 minutes	First Independent Pictures
814	An egotistical TV reporter learns to appreciate the good things in life thanks to an eccentric, homeless clairvoyant in this old-fashioned romantic comedy from director Stephen Herek (Mr. Holland's Opus). Seattle native Lanie Kerrigan (Angelina Jolie) has spent most of her adult existence trying to live down her gawky, geeky adolescence: She toils for hours at the gym to keep cellulite at bay; she's managed to snag an engagement to a star baseball player (Christian Kane); and through her chipper puff pieces on the nightly news, she's cultivated a loyal following of couch potatoes who pester her for autographs. She's ready to take the next step to national news when her boss suggests she further hone her skills with ace cameraman Pete Scanlon (Edward Burns), who also happens to be an old flame of Lanie's. Her comfortable but shallow existence begins to change the moment she and Pete do a story on Prophet Jack (Tony Shaloub), a sage soothsayer who spouts unusually accurate predictions to passers-by in exchange for spare change. Jack offers up the theory that Lanie will not get her cushy promotion; in fact, he says she'll die within a week. When Jack's other prophecies start coming true, Lanie starts living each day as if it were her last -- much to the dismay of her co-workers and her fianc	PG-13	Comedy|Romance	Stephen Herek	John Scott Shepherd|Dana Stevens	2002-04-26	2002-10-15	$	14,400,987	103 minutes	20th Century Fox
